,nome,DURACAO,tempo,MODOPRIN,diferenca,diferenca_por,tempo_open
298,24114,30.0,9.95,bike,20.05,66.83333333333333,703.6
421,24115,30.0,13.575,bike,16.425,54.75,730.1
113,24169,10.0,5.058333333333334,bike,4.941666666666666,49.416666666666664,346.2
128,24170,10.0,5.566666666666666,bike,4.433333333333334,44.333333333333336,387.7
464,24218,30.0,14.991666666666667,bike,15.008333333333333,50.02777777777777,1255.1
622,24221,30.0,22.625,bike,7.375,24.583333333333332,1142.5
409,24271,20.0,13.283333333333333,bike,6.716666666666667,33.58333333333333,967.0
526,24272,30.0,17.28333333333333,bike,12.716666666666669,42.38888888888889,1107.6
20,24316,10.0,1.85,bike,8.15,81.5,152.1
66,24317,10.0,3.675,bike,6.325,63.25000000000001,273.1
27,24318,10.0,2.0083333333333333,bike,7.991666666666667,79.91666666666667,152.1
76,24319,10.0,3.9333333333333336,bike,6.066666666666666,60.66666666666667,273.1
568,24372,30.0,19.4,bike,10.600000000000001,35.333333333333336,647.0
593,24375,30.0,20.90833333333333,bike,9.091666666666669,30.305555555555564,707.7
675,24469,30.0,26.516666666666666,bike,3.4833333333333343,11.611111111111114,880.0
788,24472,30.0,44.483333333333334,bike,14.483333333333334,48.27777777777778,921.9
486,24633,15.0,15.683333333333334,bike,0.6833333333333336,4.555555555555557,589.8
566,24634,10.0,19.299999999999997,bike,9.299999999999997,92.99999999999997,519.8
64,24635,5.0,3.533333333333333,bike,1.4666666666666668,29.333333333333332,120.0
786,24694,35.0,44.141666666666666,bike,9.141666666666666,26.119047619047613,1566.0
791,24697,35.0,46.675,bike,11.674999999999997,33.35714285714285,1687.2
3,24821,5.0,0.7333333333333333,bike,4.266666666666667,85.33333333333333,7.0
4,24822,5.0,0.7333333333333333,bike,4.266666666666667,85.33333333333333,7.0
633,24858,20.0,23.3,bike,3.3000000000000007,16.500000000000004,916.4
618,24861,25.0,22.358333333333334,bike,2.6416666666666657,10.566666666666663,889.4
658,24894,20.0,25.025,bike,5.024999999999999,25.124999999999993,849.1
754,24895,20.0,36.975,bike,16.975,84.87500000000001,857.1
426,25080,15.0,13.7,bike,1.3000000000000007,8.666666666666671,450.9
465,25081,20.0,15.033333333333333,bike,4.966666666666667,24.833333333333336,519.3
510,25229,12.0,16.633333333333333,bike,4.633333333333333,38.61111111111111,507.9
497,25232,12.0,16.133333333333333,bike,4.133333333333333,34.444444444444436,479.6
141,25395,5.0,5.983333333333333,bike,0.9833333333333334,19.666666666666668,193.9
115,25396,5.0,5.116666666666666,bike,0.11666666666666625,2.333333333333325,160.0
185,25539,5.0,7.083333333333333,bike,2.083333333333333,41.666666666666664,218.8
118,25540,5.0,5.2,bike,0.20000000000000018,4.0000000000000036,186.4
731,25780,40.0,31.458333333333336,bike,8.541666666666664,21.35416666666666,1323.1
653,25781,40.0,24.383333333333333,bike,15.616666666666667,39.04166666666667,1293.8
800,25787,75.0,51.61666666666667,bike,23.383333333333333,31.177777777777777,3352.5
802,25790,75.0,52.95,bike,22.049999999999997,29.4,3335.9
600,26006,30.0,21.375,bike,8.625,28.749999999999996,1347.0
8,26200,5.0,1.1416666666666666,bike,3.8583333333333334,77.16666666666667,173.8
7,26201,5.0,1.0,bike,4.0,80.0,74.7
573,26518,25.0,19.85,bike,5.149999999999999,20.599999999999994,1092.2
594,26519,25.0,20.933333333333334,bike,4.066666666666666,16.266666666666666,1222.5
615,26522,25.0,22.216666666666665,bike,2.783333333333335,11.13333333333334,1104.7
561,26523,25.0,19.083333333333332,bike,5.916666666666668,23.66666666666667,1072.1
727,26721,30.0,31.275,bike,1.2749999999999986,4.249999999999996,953.3
769,26722,35.0,39.575,bike,4.575000000000003,13.071428571428578,1064.8
663,26739,30.0,25.475,bike,4.524999999999999,15.083333333333329,1093.1
735,26740,30.0,32.59166666666667,bike,2.5916666666666686,8.638888888888895,1090.0
707,26817,20.0,28.8,bike,8.8,44.00000000000001,933.6
583,26820,20.0,20.133333333333333,bike,0.13333333333333286,0.6666666666666643,774.4
685,27128,15.0,27.55,bike,12.55,83.66666666666667,836.1
634,27129,15.0,23.358333333333334,bike,8.358333333333334,55.72222222222223,919.2
419,27139,15.0,13.5,bike,1.5,10.0,638.1
446,27140,15.0,14.233333333333333,bike,0.7666666666666675,5.111111111111117,551.2
536,27369,15.0,17.733333333333334,bike,2.7333333333333343,18.22222222222223,726.0
534,27372,15.0,17.566666666666666,bike,2.5666666666666664,17.11111111111111,706.6
394,27381,15.0,12.516666666666667,bike,2.4833333333333325,16.55555555555555,599.0
346,27434,10.0,10.916666666666666,bike,0.9166666666666661,9.16666666666666,511.8
112,27437,10.0,5.033333333333333,bike,4.966666666666667,49.66666666666667,358.1
439,27438,10.0,14.1,bike,4.1,41.0,379.2
441,27440,10.0,14.116666666666667,bike,4.116666666666667,41.16666666666667,379.2
496,27464,25.0,16.03333333333333,bike,8.966666666666669,35.866666666666674,1164.3
301,27519,15.0,10.083333333333334,bike,4.916666666666666,32.77777777777777,389.0
284,27520,15.0,9.6,bike,5.4,36.00000000000001,537.3
205,27573,10.0,7.383333333333334,bike,2.6166666666666663,26.16666666666666,443.6
134,27574,10.0,5.775,bike,4.225,42.25,317.4
208,27575,10.0,7.508333333333333,bike,2.491666666666667,24.91666666666667,366.0
271,27578,10.0,9.108333333333334,bike,0.8916666666666657,8.916666666666657,399.8
477,27665,20.0,15.5,bike,4.5,22.5,522.3
454,27666,20.0,14.483333333333333,bike,5.5166666666666675,27.583333333333336,545.1
541,27824,10.0,17.85,bike,7.850000000000001,78.50000000000001,642.2
380,27825,10.0,12.008333333333333,bike,2.008333333333333,20.08333333333333,462.2
667,27985,25.0,25.783333333333335,bike,0.783333333333335,3.13333333333334,1067.2
749,27986,30.0,35.4,bike,5.399999999999999,17.999999999999996,1076.7
267,28034,5.0,9.016666666666667,bike,4.0166666666666675,80.33333333333334,389.7
266,28035,5.0,9.016666666666667,bike,4.0166666666666675,80.33333333333334,300.0
755,28153,30.0,37.05,bike,7.049999999999997,23.49999999999999,1169.7
739,28154,30.0,33.516666666666666,bike,3.5166666666666657,11.722222222222218,1178.0
794,28518,25.0,47.45,bike,22.450000000000003,89.80000000000001,1339.9
787,28519,30.0,44.35,bike,14.350000000000001,47.833333333333336,1314.4
785,28520,30.0,42.95,bike,12.950000000000003,43.16666666666668,1700.3
332,28521,10.0,10.7,bike,0.6999999999999993,6.999999999999992,405.2
283,28522,10.0,9.583333333333334,bike,0.4166666666666661,4.166666666666661,317.9
722,28525,25.0,30.216666666666665,bike,5.216666666666665,20.86666666666666,1103.8
705,28526,30.0,28.75,bike,1.25,4.166666666666666,1149.9
765,28600,40.0,38.99166666666667,bike,1.0083333333333329,2.520833333333332,1697.2
750,28603,40.0,35.416666666666664,bike,4.583333333333336,11.45833333333334,1645.2
182,28644,10.0,6.991666666666667,bike,3.008333333333333,30.08333333333333,285.4
291,28645,10.0,9.783333333333333,bike,0.21666666666666679,2.166666666666668,454.3
174,28646,10.0,6.85,bike,3.1500000000000004,31.500000000000007,285.4
295,28647,10.0,9.833333333333334,bike,0.16666666666666607,1.6666666666666607,454.3
108,28766,10.0,4.95,bike,5.05,50.5,457.3
157,28767,10.0,6.466666666666667,bike,3.533333333333333,35.333333333333336,402.9
676,29162,35.0,26.558333333333334,bike,8.441666666666666,24.119047619047617,1155.0
612,29297,15.0,21.941666666666666,bike,6.941666666666666,46.27777777777778,698.5
598,29300,25.0,21.1,bike,3.8999999999999986,15.599999999999994,778.9
320,29348,10.0,10.416666666666668,bike,0.41666666666666785,4.1666666666666785,301.1
165,29349,10.0,6.691666666666666,bike,3.3083333333333336,33.083333333333336,201.5
288,29350,10.0,9.658333333333333,bike,0.3416666666666668,3.416666666666668,301.1
131,29351,10.0,5.666666666666667,bike,4.333333333333333,43.33333333333333,201.5
781,29352,30.0,42.18333333333334,bike,12.183333333333337,40.61111111111113,1290.4
651,29353,30.0,24.275,bike,5.725000000000001,19.08333333333334,1378.6
322,29506,10.0,10.483333333333333,bike,0.4833333333333325,4.833333333333325,524.0
406,29507,15.0,13.083333333333334,bike,1.916666666666666,12.777777777777773,467.7
538,29508,20.0,17.783333333333335,bike,2.216666666666665,11.083333333333325,693.0
299,29509,15.0,10.016666666666667,bike,4.9833333333333325,33.222222222222214,462.4
418,29517,15.0,13.466666666666667,bike,1.5333333333333332,10.222222222222221,679.4
294,29518,30.0,9.833333333333334,bike,20.166666666666664,67.22222222222221,434.6
171,29877,15.0,6.783333333333333,bike,8.216666666666667,54.77777777777778,317.7
347,29878,15.0,10.916666666666666,bike,4.083333333333334,27.222222222222225,333.1
500,30460,30.0,16.366666666666667,bike,13.633333333333333,45.44444444444444,636.5
507,30461,30.0,16.6,bike,13.399999999999999,44.66666666666666,630.6
512,30463,30.0,16.716666666666665,bike,13.283333333333335,44.277777777777786,636.5
480,30464,30.0,15.583333333333334,bike,14.416666666666666,48.05555555555555,630.6
278,31031,30.0,9.283333333333333,bike,20.71666666666667,69.05555555555556,822.0
564,31184,30.0,19.28333333333333,bike,10.716666666666669,35.72222222222223,1070.9
657,31185,30.0,24.916666666666668,bike,5.083333333333332,16.94444444444444,872.1
